log_number,X_uuid,date_assessment,enumerator_num,question.name,issue,action,changed,old.value,new.value,flag_index
20,2b158973-310e-4079-8547-a678af9081b6,2021-06-17,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
21,0576d5df-e6c1-446e-b61b-19c40008aeda,2021-06-17,57981,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
22,1a4afff6-e999-48e8-9b9a-9c74d8ca74ab,2021-06-17,57981,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
23,73629c23-9e7a-4e84-8d4b-18e222437fbe,2021-06-17,57981,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
24,e4bfee2e-8515-4bff-ab9d-d48bbe02bbdc,2021-06-17,57981,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
25,0a9073aa-54c8-4a41-8108-7586bee4da9e,2021-06-17,4692,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
26,afc6af58-edfc-41a0-bb8f-63682fb764bd,2021-06-17,4706,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
27,29728500-617f-41a9-9af9-f5b8a837a16a,2021-06-18,4706,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
28,5e12792b-a736-46a5-a2d3-11e24f11ef67,2021-06-17,1,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
29,88257ae5-915b-47dc-bd63-ca5d5fd67275,2021-06-15,1,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
30,4f456c42-008e-4258-9678-aa39ae439953,2021-06-15,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
31,d1f31fd3-46c4-4b91-8f7e-c50fecce7ce2,2021-06-16,4692,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
32,ffaf1353-4837-41fc-98e8-960528e62fe6,2021-06-16,4706,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
33,5bad0a3b-f65e-4bbd-aecf-851974583d24,2021-06-16,4706,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
34,934bca2c-8098-4367-bcfd-6c82bb91b6fc,2021-06-16,57981,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
35,562080f7-d0d1-411b-9274-6252e28a3759,2021-06-16,57981,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
36,65fd8fa4-7c05-4f8a-8dda-2cf3cbd71a92,2021-06-16,58645,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
37,f8883054-5930-49f4-8037-70f6720bed2c,2021-06-16,58645,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
38,d88edce0-2f7d-45a0-8669-704c52421cb9,2021-06-16,52469,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
39,81863783-e150-4a1f-a86e-a7252fb847a7,2021-06-16,52469,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
40,e972518e-2011-4974-8cb6-9396c6a039c4,2021-06-16,52469,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
41,ff8f7aa5-6a72-4920-8b32-b67555e0b3b8,2021-06-16,52469,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
42,909798a4-434d-4abe-9f0d-13f6d6a9c316,2021-06-16,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
43,f02da7f6-5a49-49fd-8d7c-479896c37902,2021-06-16,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
44,6b44858d-e5aa-4b58-b92c-213797c670ab,2021-06-16,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
45,fc7b6162-9a17-4af3-822b-8f89b4de6bdf,2021-06-16,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
46,c563cdff-cd24-45fa-92a1-ef4416808422,2021-06-16,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
47,ff3f8cfb-f0f1-4cc6-8f21-0f819073e261,2021-06-16,58541,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
48,516ddb19-6ecf-4989-ae72-fc688dd00cad,2021-06-16,58541,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
49,bbe9e380-0078-4804-b9ce-a3198b953de1,2021-06-15,56426,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
50,c81dcc08-91d3-4c60-b05d-588b88790b50,2021-06-16,56426,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
51,8450c50c-73b5-4726-88ae-f9241ade3f90,2021-06-16,56426,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
52,5ef463a9-ecc5-4113-85ce-9e6d7dbd54ff,2021-06-16,58541,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
53,08e1ef9f-a01f-46ad-a082-9f529a5fe962,2021-06-15,58541,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
54,ef3907f2-5a5f-48e7-ae4e-67e6f7578fbb,2021-06-17,58645,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
55,53394acc-3af6-46bc-ab07-6b2a27425461,2021-06-17,58645,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
56,6c7c835d-2561-4157-bebc-9635840ca637,2021-06-16,51691,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
57,795bd092-c890-4b94-9e59-9af61f754e90,2021-06-16,51691,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
58,b35de245-9c17-417c-9966-66eef9f7a027,2021-06-16,58541,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
59,83743ff9-e174-4e7f-bae2-2f0457e224df,2021-06-17,58541,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
60,c1f0fd34-bf13-41ea-aab7-7eed974621b5,2021-06-17,58541,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
61,b33f440b-76fc-4d49-bb8f-41df7aa1b37a,2021-06-17,58541,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
62,965d7e68-7b5e-448a-b46f-86a7cbde27d3,2021-06-17,52469,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
63,7290ed07-d9d3-43f6-8484-a0f5b1d4d27b,2021-06-17,52469,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
64,8bb9d29b-1f6c-41fa-a96f-0d2c6d1dc6df,2021-06-17,56426,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
65,3ce793f2-2625-4e5b-93fd-01c3c899887b,2021-06-17,56426,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
66,5308354b-7fc1-4999-bff4-306771d9c275,2021-06-17,51691,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
67,aa51af33-e23f-4ea8-8799-ef6f19599621,2021-06-17,58214,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
68,1861d942-debf-4ab1-b5de-6d803680c9e9,2021-06-17,58214,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
69,2b158973-310e-4079-8547-a678af9081b6,2021-06-17,58214,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
70,1a4afff6-e999-48e8-9b9a-9c74d8ca74ab,2021-06-17,57981,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
71,0a9073aa-54c8-4a41-8108-7586bee4da9e,2021-06-17,4692,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
72,a178795d-74f4-4cf7-ad46-e6f0f536c089,2021-06-17,4706,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
73,afc6af58-edfc-41a0-bb8f-63682fb764bd,2021-06-17,4706,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
74,29728500-617f-41a9-9af9-f5b8a837a16a,2021-06-18,4706,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
75,ffaf1353-4837-41fc-98e8-960528e62fe6,2021-06-16,4706,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
76,5bad0a3b-f65e-4bbd-aecf-851974583d24,2021-06-16,4706,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
77,934bca2c-8098-4367-bcfd-6c82bb91b6fc,2021-06-16,57981,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
78,562080f7-d0d1-411b-9274-6252e28a3759,2021-06-16,57981,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
79,d7663427-879c-48a4-8ab2-a60e60402937,2021-06-15,576,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
80,65fd8fa4-7c05-4f8a-8dda-2cf3cbd71a92,2021-06-16,58645,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
81,f8883054-5930-49f4-8037-70f6720bed2c,2021-06-16,58645,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
82,d88edce0-2f7d-45a0-8669-704c52421cb9,2021-06-16,52469,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
83,e972518e-2011-4974-8cb6-9396c6a039c4,2021-06-16,52469,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
84,f02da7f6-5a49-49fd-8d7c-479896c37902,2021-06-16,58214,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
85,fc7b6162-9a17-4af3-822b-8f89b4de6bdf,2021-06-16,58214,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
86,ff3f8cfb-f0f1-4cc6-8f21-0f819073e261,2021-06-16,58541,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
87,bbe9e380-0078-4804-b9ce-a3198b953de1,2021-06-15,56426,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
88,c81dcc08-91d3-4c60-b05d-588b88790b50,2021-06-16,56426,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
89,5ef463a9-ecc5-4113-85ce-9e6d7dbd54ff,2021-06-16,58541,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
90,08e1ef9f-a01f-46ad-a082-9f529a5fe962,2021-06-15,58541,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
91,ef3907f2-5a5f-48e7-ae4e-67e6f7578fbb,2021-06-17,58645,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
92,53394acc-3af6-46bc-ab07-6b2a27425461,2021-06-17,58645,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
93,ef3907f2-5a5f-48e7-ae4e-67e6f7578fbb,2021-06-17,58645,coping_children_dropout,"if HH reports that a child dropped out of school as a coping strategy for a lack of food, but also reports either having no children in the house or having no children dropped out of school",Flagged,NA,yes,NA,4
94,795bd092-c890-4b94-9e59-9af61f754e90,2021-06-16,51691,coping_child_labour ,"if HH reports that a child has gone to work as coping strategy for a lack of food, but also reports either  having no children in the house or having no children working",Flagged,NA,yes,NA,5
95,2b158973-310e-4079-8547-a678af9081b6,2021-06-17,58214,coping_child_labour ,"if HH reports that a child has gone to work as coping strategy for a lack of food, but also reports either  having no children in the house or having no children working",Flagged,NA,yes,NA,5
96,afc6af58-edfc-41a0-bb8f-63682fb764bd,2021-06-17,4706,coping_child_labour ,"if HH reports that a child has gone to work as coping strategy for a lack of food, but also reports either  having no children in the house or having no children working",Flagged,NA,yes,NA,5
97,5bad0a3b-f65e-4bbd-aecf-851974583d24,2021-06-16,4706,coping_child_labour ,"if HH reports that a child has gone to work as coping strategy for a lack of food, but also reports either  having no children in the house or having no children working",Flagged,NA,yes,NA,5
98,aa51af33-e23f-4ea8-8799-ef6f19599621,2021-06-17,58214,school_safety,"if HH reports that it is unsafe or very unsafe to travel to school, but does not report any protection threats of children",Flagged,NA,unsafe,NA,10
99,afc6af58-edfc-41a0-bb8f-63682fb764bd,2021-06-17,4706,school_safety,"if HH reports that it is unsafe or very unsafe to travel to school, but does not report any protection threats of children",Flagged,NA,unsafe,NA,10
100,5bc66598-4ae3-49a2-a8a2-e5a010317274,2021-06-17,4706,school_safety,"if HH reports that it is unsafe or very unsafe to travel to school, but does not report any protection threats of children",Flagged,NA,unsafe,NA,10
101,1ac6edac-0f87-4da6-98b5-262433f06025,2021-06-15,56426,school_safety,"if HH reports that it is unsafe or very unsafe to travel to school, but does not report any protection threats of children",Flagged,NA,neither_unsafe_safe,NA,10
102,d1f31fd3-46c4-4b91-8f7e-c50fecce7ce2,2021-06-16,4692,school_safety,"if HH reports that it is unsafe or very unsafe to travel to school, but does not report any protection threats of children",Flagged,NA,unsafe,NA,10
103,a1434938-89eb-48b5-add0-ff61c7b1d076,2021-06-16,58645,school_safety,"if HH reports that it is unsafe or very unsafe to travel to school, but does not report any protection threats of children",Flagged,NA,unsafe,NA,10
104,81863783-e150-4a1f-a86e-a7252fb847a7,2021-06-16,52469,school_safety,"if HH reports that it is unsafe or very unsafe to travel to school, but does not report any protection threats of children",Flagged,NA,unsafe,NA,10
105,d7663427-879c-48a4-8ab2-a60e60402937,2021-06-15,576,shelter_type,"if reported shelter is tent, but HH reports having defects related to windows, floors, or foundation",Flagged,NA,tent,NA,13
106,c1f0fd34-bf13-41ea-aab7-7eed974621b5,2021-06-17,58541,primary_livelihood,"if HH report that any family members worked outside the home in past 30 days, but does not report any income from employment",Flagged,NA,employment,NA,17
107,741c420f-df7c-4d97-8b6f-8dcd24db9226,2021-06-17,56426,primary_livelihood,"if HH report that any family members worked outside the home in past 30 days, but does not report any income from employment",Flagged,NA,employment,NA,17
108,0576d5df-e6c1-446e-b61b-19c40008aeda,2021-06-17,57981,primary_livelihood,"if HH report that any family members worked outside the home in past 30 days, but does not report any income from employment",Flagged,NA,employment,NA,17
109,fffd401d-7b32-478d-8ebb-f055959b4358,2021-06-17,3,primary_livelihood,"if HH report that any family members worked outside the home in past 30 days, but does not report any income from employment",Flagged,NA,employment,NA,17
110,a1434938-89eb-48b5-add0-ff61c7b1d076,2021-06-16,58645,primary_livelihood,"if HH report that any family members worked outside the home in past 30 days, but does not report any income from employment",Flagged,NA,employment,NA,17
111,eb5b9247-443a-485d-a658-feb57d287f3b,2021-06-17,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
112,741c420f-df7c-4d97-8b6f-8dcd24db9226,2021-06-17,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
113,8bb9d29b-1f6c-41fa-a96f-0d2c6d1dc6df,2021-06-17,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
114,b10e831a-abb3-40d8-b3d3-8dba2c5a3e73,2021-06-17,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
115,3ce793f2-2625-4e5b-93fd-01c3c899887b,2021-06-17,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
116,d7663427-879c-48a4-8ab2-a60e60402937,2021-06-15,576,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
117,bbe9e380-0078-4804-b9ce-a3198b953de1,2021-06-15,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
118,2431dc3d-9228-466e-a496-6467b704a4b2,2021-06-16,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
119,c81dcc08-91d3-4c60-b05d-588b88790b50,2021-06-16,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
120,8450c50c-73b5-4726-88ae-f9241ade3f90,2021-06-16,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
121,67a76b3e-cf3d-47d8-92ae-870daa017eb3,2021-06-16,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
122,f5d2db5f-0c4e-4fa5-9878-540c33dce778,2021-06-15,1,treatment_required,"if the respondents reports going for COVID treatment, but not for COVID testing",Flagged,NA,covid_19_treatment,NA,21
123,49009640-ed8c-4205-9112-8cb8246edfc2,2021-06-16,2,hh_size,if HH Size > 20,Flagged,NA,33,NA,22
124,29728500-617f-41a9-9af9-f5b8a837a16a,2021-06-18,4706,hh_size,if HH Size > 20,Flagged,NA,31,NA,22
125,88dfc4d9-dce7-405e-bd44-4dc28d2bf1e8,2021-06-15,1,remote_learning ,if remote_learning == dropout,Flagged,NA,0,NA,24
126,b15f5d1f-4525-4ae8-b633-aa5fb3e289ae,2021-06-15,4692,remote_learning ,if remote_learning == dropout,Flagged,NA,1,NA,24
127,88257ae5-915b-47dc-bd63-ca5d5fd67275,2021-06-15,1,remote_learning ,if remote_learning == dropout,Flagged,NA,0,NA,24
128,be5916ef-994e-4fee-ae13-b7b0920c0211,2021-06-15,1,remote_learning ,if remote_learning == dropout,Flagged,NA,0,NA,24
129,a5d3f362-e7c1-4ede-835d-2989b64b35f9,2021-06-16,58541,remote_learning ,if remote_learning == dropout,Flagged,NA,0,NA,24
130,bbe9e380-0078-4804-b9ce-a3198b953de1,2021-06-15,56426,remote_learning ,if remote_learning == dropout,Flagged,NA,1,NA,24
